_id,name,asset_type,location_id,street_address,city,latitude,longitude
35265170,THE ARK AND THE DOVE INC,community_nonprofit_orgs,69190.0,10745 BABCOCK BLVD,GIBSONIA,40.6239844105505,-79.9991944113852
35265171,THE BAIRFIND FOUNDATION INC,community_nonprofit_orgs,58108.0,332 E JAMES ST,MUNHALL,40.3913260596155,-79.8957296685453
35265172,THE BEN AVON AREA HISTORICAL ASSOCIATION INC (AVONWORTH HISTORICAL SOCIETY),community_nonprofit_orgs,48268.0,300CAMPHORNEROAD,PITTSBURGH,45.3007035835647,-121.684242171054
35265173,THE BENEFACTOR COMMITTEE,community_nonprofit_orgs,21549.0,607 E 9TH AVE,MUNHALL,40.4084212619974,-79.9024608094728
35265174,THE BIRMINGHAM FOUNDATION,community_nonprofit_orgs,43381.0,2005 SARAH ST,PITTSBURGH,40.4279109683735,-79.9774222787645
35265175,THE BRADDOCK INCLUSION PROJECT,community_nonprofit_orgs,65962.0,128 1/2 JUNE WAY,BRADDOCK,45.294177111316,-121.571769466194
35265176,THE BREW HOUSE ASSOCIATION INC,community_nonprofit_orgs,50293.0,2100 MARY STREET,PITTSBURGH,40.4257032783106,-79.9757286155729
35265177,THE BUHL FOUNDATION,community_nonprofit_orgs,43383.0,650 SMITHFIELD ST STE 2300,PITTSBURGH,40.4424920447126,-79.9967153345876
35265178,THE BURNING BUSH,community_nonprofit_orgs,47553.0,32 PIUS ST,PITTSBURGH,40.4244937629467,-79.9836350846922
35265179,THE BUTLER PRESBYTERIAN SENIOR HOUSING INC,community_nonprofit_orgs,18614.0,1215 HULTON RD,OAKMONT,40.5262350990812,-79.8288246814816
35265180,THE CAMERON HEYWARD FOUNDATION INC,community_nonprofit_orgs,66371.0,3000 VILLAGE RUN RD STE 103 # 214,WEXFORD,45.3465346819649,-121.701925149519
35265181,THE CATHOLIC CEMETERIES ASSOCIATION OF THE DIOCESE OF PITTSBURGH,community_nonprofit_orgs,44630.0,718 HAZELWOOD AVE,PITTSBURGH,40.4181432346558,-79.9268533814649
35265182,THE CENTER FOR THEATRE ARTS,community_nonprofit_orgs,47349.0,250 MT LEBANON BLVD,PITTSBURGH,40.3679697758328,-80.036966903526
35265183,THE GORDON FAMILY FOUNDATION,community_nonprofit_orgs,60009.0,121 WEDGEWOOD DR,PITTSBURGH,40.5292276931075,-80.0545802688806
35265184,THE GLORY OF GOD MINISTRIES INC,community_nonprofit_orgs,58744.0,248 SHENANDOAH DR,PITTSBURGH,40.4726982910559,-79.8127616636271
35265185,THE CHURCH,community_nonprofit_orgs,48974.0,1683 MARS HILL RD,SUTERSVILLE,40.24931,-79.77966
35265186,THE CESTONE FAMILY FOUNDATION INC (CESTONE MARIA A TTEE),community_nonprofit_orgs,22473.0,300 FIFTH AVE 27TH FL,PITTSBURGH,40.4405182214315,-80.0002870520235
35265187,THE EDUCATION FOUNDATION,community_nonprofit_orgs,59108.0,PO BOX 153,GLENSHAW,40.53285,-79.96755
35265188,THE CHAMBER ORCHESTRA OF PITTSBURGH,community_nonprofit_orgs,64711.0,786 MELBOURNE ST,PITTSBURGH,40.422142646248,-79.9306193893241
35265189,THE FRANK E RATH SPANG AND COMPANY CHARITABLE TRUST,community_nonprofit_orgs,53011.0,PO BOX 11422,PITTSBURGH,40.537201,-79.879444
35265190,THE CHARLES E WOLF EDUCATIONAL TRUST,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265191,THE GARDEN CLUB OF ALLEGHENY COUNTY,community_nonprofit_orgs,47256.0,PO BOX 368,SEWICKLEY,40.568133,-80.146809
35265192,THE CHILDRENS HOME OF PITTSBURGH,community_nonprofit_orgs,44301.0,5324 PENN AVE,PITTSBURGH,40.4642917551422,-79.937419118786
35265193,THE CHRISTIAN FELLOWSHIP BAPTIST CHURCH,community_nonprofit_orgs,52503.0,2453 PERRYSVILLE AVE,PITTSBURGH,40.4689332172577,-80.0093092171213
35265194,THE CHUCK NOLL FOUNDATION FOR BRAIN INJURY RESEARCH,community_nonprofit_orgs,21106.0,3400 S WATER ST,PITTSBURGH,40.4219519678498,-79.9570810861145
35265195,THE CHURCH IN PITTSBURGH,community_nonprofit_orgs,47893.0,7110 PENN AVE,PITTSBURGH,40.4493545392075,-79.9032857562404
35265196,THE CHURCH OF FAITH MINISTRIES,community_nonprofit_orgs,48392.0,2610 PERRYSVILLE AVE,PITTSBURGH,40.4715818400292,-80.0083158188918
35265197,THE CINDERALLA WOMENS COMMITTEE,community_nonprofit_orgs,76942.0,138 5TH ST,ASPINWALL,40.4935416350541,-79.904328632601
35265198,THE CLEMENTE COLLECTION AT ENGINE HOUSE 25,community_nonprofit_orgs,54945.0,3339 PENN AVE,PITTSBURGH,40.4625053249047,-79.9678681503651
35265199,THE CONSCIENCE GROUP CORPORATION,community_nonprofit_orgs,34220.0,119 WHITE PINE PL,PITTSBURGH,40.4551959224518,-79.8738443874283
35265200,THE COTTAGE BRIDGE FOUNDATION,community_nonprofit_orgs,21328.0,60 LONGUEVUE DR,PITTSBURGH,40.3649544686833,-80.0509073289157
35265201,THE CRISIS INTERVENTION ASSOCIATION OF PENNSYLVANIA,community_nonprofit_orgs,26562.0,251 WOODSIDE RD,PITTSBURGH,40.4338283922553,-79.8591583534159
35265202,THE DANCERS TRUST FUND,community_nonprofit_orgs,39604.0,2900 LIBERTY AVE,PITTSBURGH,40.4573001485425,-79.9731189955444
35265203,THE DAVID S AND KAREN A SHAPIRA FOUNDATION,community_nonprofit_orgs,20014.0,101 KAPPA DR,PITTSBURGH,40.5090841333233,-79.8696231657873
35265204,THE EARL E AND MARIE SMITH EDUCATIONAL MEMORIAL FUND,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265205,THE EDUCATION CENTER AT THE WATSON INSTITUTE,community_nonprofit_orgs,48971.0,301 CAMPMEETING RD,SEWICKLEY,40.5735802098296,-80.2049072976747
35265206,THE ENTERTAINMENT CONSORTIUM INC,community_nonprofit_orgs,64221.0,6621 FRANKSTOWN AVE,PITTSBURGH,40.4593356821746,-79.9100333112862
35265207,THE ERICKSON SCHOLARSHIP FUND,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265209,THE FINE FAMILY FOUNDATION,community_nonprofit_orgs,21607.0,EQT PLAZA 625 LIBERTY AVE NO 3110,PITTSBURGH,40.4424144419846,-80.0010840748096
35265210,THE FINE FOUNDATION,community_nonprofit_orgs,54372.0,625 LIBERTY AVE STE 3110,PITTSBURGH,40.4424144419846,-80.0010840748096
35265211,THE FORBES FUNDS,community_nonprofit_orgs,20575.0,5 PPG PL STE 250,PITTSBURGH,40.439238348263,-80.0032330062853
35265212,THE FRED ROGERS COMPANY,community_nonprofit_orgs,45682.0,2100 WHARTON ST STE 700,PITTSBURGH,40.4300841037728,-79.9756635966291
35265213,THE FREDERICK J PFEIFFER FOUNDAITON,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265214,THE GENESIS TWELVE FOUNDATION TR,community_nonprofit_orgs,18988.0,2200 GEORGETOWN DR STE 401,SEWICKLEY,40.6109592665663,-80.1036210115956
35265215,THE HILLS CHURCH,community_nonprofit_orgs,57505.0,PO BOX 904,BETHEL PARK,40.32757,-80.0395
35265216,THE GRANTMAKERS OF WESTERN PENNSYL VANIA,community_nonprofit_orgs,44427.0,650 SMITHFIELD ST STE 210,PITTSBURGH,40.4424920447126,-79.9967153345876
35265217,THE MARS BACKSTOP CLUB,community_nonprofit_orgs,49660.0,310 CAMBRIDGE DR,MARS,40.702787,-79.96959
35265218,THE GREATER PENNSYLVANIA CARPENTERS MEDICAL PLAN,community_nonprofit_orgs,39016.0,650 RIDGE RD STE 300,PITTSBURGH,40.4291859489291,-80.135333399697
35265219,THE GREATER PITTSBURGH CHURCH OF CHRIST,community_nonprofit_orgs,50087.0,10419 LINDBERG AVE,PITTSBURGH,40.4587720257596,-79.8482255122938
35265220,THE GREATER PITTSBURGH MUSEUM COUNCIL,community_nonprofit_orgs,48809.0,1318 LINDBERGH AVE,PITTSBURGH,40.5206023649535,-79.9570090645128
35265221,THE GREYBROOKE ASSOCIATION INC,community_nonprofit_orgs,46530.0,1966 LAMMERTON DR,ALLISON PARK,40.5604121511842,-79.9909530936012
35265222,THE H GLEN SAMPLE JR MD MEMORIAL FUND 62346-2,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265224,THE HEINZ ENDOWMENTS,community_nonprofit_orgs,50700.0,625 LIBERTY AVE 30TH FL,PITTSBURGH,40.4424144419846,-80.0010840748096
35265225,THE HINDU JAIN TEMPLE (THE HINDU TEMPLE SOCIETY OF N AMER),community_nonprofit_orgs,40953.0,615 ILLINI DR,MONROEVILLE,40.4403803404579,-79.7272350090038
35265226,THE HOMEWOOD CEMETERY HISTORICAL FUND,community_nonprofit_orgs,43750.0,1599 S DALLAS AVE,PITTSBURGH,40.4411372535235,-79.9125027089741
35265227,THE INDIA COMMUNITY ORGANIZATION INC,community_nonprofit_orgs,63338.0,205 MARY ST,CARNEGIE,40.4081733780939,-80.0873081093583
35265228,THE INGRAM MASONIC HALL ASSOCIATION,community_nonprofit_orgs,39720.0,1321 GREAT OAK DR,PITTSBURGH,40.4060694467866,-80.0604072974404
35265229,THE IRENE C SHEA CHARITABLE FOUNDATION,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265230,THE JEWISH CHRONICLE (JEWISH CHRONICLE),community_nonprofit_orgs,45091.0,5915 BEACON ST THIRD FLOOR,PITTSBURGH,40.4355752539027,-79.9195643750752
35265231,THE JOHN HOPKINS UNIV APPLIED PHYS LAB MEDICAL & DENTAL INSURANCE,community_nonprofit_orgs,67502.0,620 LIBERTY AVE,PITTSBURGH,40.4418108620858,-80.0008321303535
35265232,THE JOSEPHINE H LAPSLEY CHURCH & HOSPITAL TRUST,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265233,THE JOSEPHINE H LAPSLEY MUHENBERG HOSPITAL SCHOLARSHIP,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265234,THE JUNE M VON GRUENIGEN MEMORIAL FUND (FIRST PRESBYTERIAN CHURCH FBO),community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265235,THE KEREN RACHAIM FUND,community_nonprofit_orgs,49407.0,2042 WIGHTMAN ST,PITTSBURGH,40.4327685429762,-79.9277923987789
35265236,THE KL FELICITAS FOUNDATION (CHEMEL KORNICK AND CO LLC),community_nonprofit_orgs,68768.0,310 GRANT ST STE 1020,PITTSBURGH,40.4376518826158,-79.9975356202457
35265237,THE LANDMARKS FINANCIAL CORPORATION,community_nonprofit_orgs,48296.0,100 W STATION SQUARE DR STE 450,PITTSBURGH,40.4330647349482,-80.0037140578906
35265238,THE LEGACY ARTS PROJECT INC,community_nonprofit_orgs,59787.0,201 N BRADDOCK AVE,PITTSBURGH,40.4480652840702,-79.8945780786594
35265239,THE LIFE CHURCHES,community_nonprofit_orgs,51823.0,1321 MIFFLIN ST,HOMESTEAD,40.4046970078863,-79.9043653301243
35265240,THE MANCHESTER CITIZENS CORPORATION,community_nonprofit_orgs,45845.0,1319 ALLEGHENY AVE,PITTSBURGH,40.45500391561,-80.0203660435021
35265241,THE MARK AND MITZI HOFMANN FOUNDATION,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265242,THE MARONDA FOUNDATION,community_nonprofit_orgs,47083.0,11 TIMBERGLEN DR,IMPERIAL,40.4415464456948,-80.222155081975
35265243,THE MARTHA FUND TRUST (DIXON DENNIS A TTEE),community_nonprofit_orgs,54397.0,933 ROCKWOOD AVE,PITTSBURGH,40.3618567350173,-80.0321532350116
35265244,THE MARS FAMILY CHARITABLE FOUNDATION (MARS BERNARD & BARBARA ET EL TTEE),community_nonprofit_orgs,54405.0,681 ANDERSEN DR STE 3,PITTSBURGH,40.421542537439,-80.0627838406837
35265245,THE NEW RENAISSANCE THEATRE COMPANY,community_nonprofit_orgs,66487.0,PO BOX 23611,PITTSBURGH,40.447679,-79.993462
35265246,THE MARY WHARTON MILLER CHARITABLE TRUST,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265247,THE PITTSBURGH CAMERATA,community_nonprofit_orgs,47316.0,PO BOX 81546,PITTSBURGH,40.430821,-79.920089
35265248,THE MATTRESS FACTORY,community_nonprofit_orgs,34314.0,500 SAMPSONIA WAY,PITTSBURGH,40.4569666890798,-80.0123694629332
35265249,THE MCKEESPORT AMBULANCE AUTHORITY,community_nonprofit_orgs,1440.0,1604 EVANS AVE,MCKEESPORT,40.341837316262,-79.8496253985707
35265250,THE PROGRAM FOR OFFENDERS INC,community_nonprofit_orgs,46045.0,564 FORBES AVE STE 930,PITTSBURGH,40.4376553065127,-79.9950741973929
35265251,THE MON VALLEY INITIATIVE,community_nonprofit_orgs,49262.0,303 E 8TH AVE # 305,HOMESTEAD,40.40797255833,-79.9091825235754
35265252,THE PITTSBURGH CHAPTER OF THE TURNAROUND MANAGEMENT ASSO,community_nonprofit_orgs,49070.0,700 BURSCA DR STE 706,BRIDGEVILLE,40.34591188,-80.11043574
35265253,THE MYASTHENIA GRAVIS ASSOCIATION OF WESTERN PENNSYLVANIA INC (WESTERN PENNSYLVANIA),community_nonprofit_orgs,39102.0,490 EAST NORTH AVE,PITTSBURGH,40.4564569678265,-80.0016403156828
35265254,THE NEIGHBORHOOD ACADEMY,community_nonprofit_orgs,51869.0,709 N AIKEN AVE,PITTSBURGH,40.4716010073011,-79.9321339427242
35265255,THE NORMAN AND LIDA MYERS FUND,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265256,THE NORTH ALLEGHENY FOUNDATION,community_nonprofit_orgs,49318.0,200 HILLVUE LN,PITTSBURGH,40.5657746760001,-80.0316516723779
35265257,THE OASIS RECOVERY CENTER OF WESTERN PA,community_nonprofit_orgs,49527.0,960 PENN AVE STE 105,PITTSBURG,40.4441803029749,-79.9958925630232
35265258,THE OPEN DOOR INC,community_nonprofit_orgs,58554.0,1749 BARR AVE,CRAFTON,40.4299267756866,-80.0599816795068
35265259,THE PACE SCHOOL ENDOWMENT,community_nonprofit_orgs,1647.0,2432 GREENSBURG PIKE,PITTSBURGH,40.4385644324984,-79.8564810564264
35265260,THE PACEM IN TERRIS INSTITUTE,community_nonprofit_orgs,45226.0,9000 BABCOCK BLVD,PITTSBURGH,40.5685922713379,-80.0144894234241
35265261,THE PAPERNICK FAMILY FOUNDATION (PAPERNICK ALAN ET AL TTEES),community_nonprofit_orgs,42518.0,146 N BELLEFIELD AVE APT 1201,PITTSBURGH,40.4473852663181,-79.952199874763
35265262,THE PENNSYLVANIA STATE BEEKEEPERS ASSOCIATION,community_nonprofit_orgs,28072.0,110 HOLLY HILL DR,OAKDALE,40.4128874733431,-80.1839235793139
35265263,THE PIA FOUNDATION,community_nonprofit_orgs,18743.0,301 BRUSH CREEK RD,WARRENDALE,40.6664705562976,-80.1011386905641
35265264,THE PITTSBURGH HIGH TECHNOLOGY COUNCIL,community_nonprofit_orgs,47808.0,100 S COMMONS STE 172,PITTSBURGH,40.4501280374225,-80.006161636105
35265265,THE PITTSBURGH NORTH REGIONAL CHAMBER EDUCATIONAL FOUNDATION,community_nonprofit_orgs,50050.0,5000 BROOKTREE ROAD,WEXFORD,40.6155210726062,-80.0610870416396
35265266,THE PITTSBURGH PARKS CONSERVANCY,community_nonprofit_orgs,34116.0,45 S 23RD ST STE 101,PITTSBURGH,40.429687715974,-79.9728253152753
35265267,THE PITTSBURGH PROJECT,community_nonprofit_orgs,49305.0,2801 N CHARLES ST,PITTSBURGH,40.4700745342274,-80.0137147108923
35265268,THE PITTSBURGH-MUSKOKA FOUNDATION,community_nonprofit_orgs,47192.0,525 WILLIAM PENN PL STE 3102,PITTSBURGH,40.4401936503991,-79.9977367068717
35265269,THE PLUM BOROUGH CHAMBER OF COMMERCE,community_nonprofit_orgs,56835.0,4555 NEW TEXAS ROAD,PITTSBURGH,40.5037235674868,-79.7619897420654
35265270,THE PNC FINANCIAL SERVICES GROUP INC RETIREE HEALTHCARE AND LIFE,community_nonprofit_orgs,70253.0,249 5TH AVE 21ST FL P1-POPP-21-B,PITTSBURGH,40.4412005700043,-80.0005528029699
35265271,THE POINT PARK UNIVERSITY FOUNDATION,community_nonprofit_orgs,40828.0,201 WOOD ST,PITTSBURGH,40.4385513974702,-80.0014288251436
35265272,THE POLICE ATHLETIC LEAGUE OF PHILA CHARITABLE TRUST,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265273,THE POTTERTOWN FOUNDATION,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265274,THE PRESS CLUB OF WESTERN PENNSYLV- ANIA,community_nonprofit_orgs,50220.0,ENGINEERS CLUB 337 FOURTH AVE,PITTSBURGH,40.4391180248536,-79.9999268488946
35265275,THE PRIME TIMERS CLUB,community_nonprofit_orgs,48906.0,6000 GATEWAY CAMPUS BLVC,MONROEVILLE,40.4280182333017,-79.7544956091753
35265276,THE RACHEL LIBRECHT FAMILY FOUNDATION,community_nonprofit_orgs,43588.0,313 SUMMER DR,CORAOPOLIS,40.4797901106118,-80.1410399682042
35265277,THOMAS C PORCH 4,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265278,THE RICHLESS FOUNDATION,community_nonprofit_orgs,48817.0,305 TIMBER CT,PITTSBURGH,40.5238300652656,-79.860105397818
35265279,THE RIVER AT NEW HEIGHTS (FRANKLIN PK BOROUGH),community_nonprofit_orgs,50637.0,2365 WHARREY DR,SEWICKLEY,40.5834886239341,-80.1070456577175
35265280,THE ROSARIO FOUNDATION,community_nonprofit_orgs,48698.0,363 VANADIUM RD STE 200,PITTSBURGH,40.3695929534859,-80.0848354177411
35265281,THE ROY F JOHNS JR FAMILY FOUNDATION (JOHNS ROY F JR & BARBARA G TTEES),community_nonprofit_orgs,54389.0,200 MARSHALL DRIVE,CORAOPOLIS,40.5029386434541,-80.2140619817048
35265282,THE RUTH DANLEY AND WILLIAM ENOCH MOORE FUND,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265283,THE RYR-1 FOUNDATION,community_nonprofit_orgs,64967.0,939 VALLEYVIEW RD,PITTSBURGH,40.3872820393749,-80.0717894866772
35265284,THE SAMUEL J MARCHITELLO SCHOLARSHIP FUND,community_nonprofit_orgs,48357.0,2066 GARRICK DR,PITTSBURGH,40.4340967354574,-79.8413587564151
35265285,THE SAXIFRAGE SCHOOL,community_nonprofit_orgs,57455.0,5800 WELLESLEY AVENUE,PITTSBURGH,40.4731004651735,-79.9223699864121
35265286,THE SEWICKLEY VALLEY COMMUNITY FUND,community_nonprofit_orgs,52484.0,1115 BEAVER RD,SEWICKLEY,40.5337009162831,-80.1721208300539
35265287,THE SHALER AREA CHOIR PARENTS ASSOCIATION,community_nonprofit_orgs,47867.0,2909 KENNEDY HEIGHTS DR,ALLISON PARK,40.5449346841148,-79.9552911165035
35265288,THE SMART FOUNDATION,community_nonprofit_orgs,61464.0,544 SALEM HEIGHTS DR,GIBSONIA,40.6209122681353,-80.0108704448347
35265289,THE SOCIETY OF INDUSTRIAL AND OFFICE REALTORS (SIOR PITTSBURGH W PA N WV CHAPTER),community_nonprofit_orgs,70747.0,600 GRANT ST STE 4800,PITTSBURGH,40.4413549979629,-79.9948527458362
35265290,THE SONNY PUGAR MEMORIAL INC,community_nonprofit_orgs,67834.0,302 GERRIE DR,UPPR ST CLAIR,40.3037799566439,-80.0838261310039
35265291,THE ST BARTHS MUSIC FESTIVAL,community_nonprofit_orgs,48730.0,6847 JUNIATA PL,PITTSBURGH,40.4503649468369,-79.9102628937866
35265292,THE TD CLUB INC,community_nonprofit_orgs,69698.0,163 PAULETTE DR,ELIZABETH,40.2752081504755,-79.820411028591
35265293,THE THEODORE VODGIS CHARITABLE TR (FARMERS & MECHANICS),community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265294,THE THEOPHILUS & MARIE COVER WHITE MEMORIAL FUND,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265295,THE TROLLEY STATION ORAL HISTORY CENTER,community_nonprofit_orgs,52269.0,7925 INGLENOOK PL,PITTSBURGH,40.4512449448797,-79.8847728280324
35265296,THE UNION PRINTERS HOME FOUNDATION,community_nonprofit_orgs,43934.0,322 N SHORE DR STE 200,PITTSBURGH,40.4463196420279,-80.0104632098476
35265297,THE VIKING FOOTBALL CLUB LTD,community_nonprofit_orgs,20098.0,2712 BRISTOL CT,ALLISON PARK,40.5785887152422,-79.9562577853868
35265298,THE WATSON INSTITUTE,community_nonprofit_orgs,48971.0,301 CAMPMEETING RD,SEWICKLEY,40.5735802098296,-80.2049072976747
35265299,THE WATSON INSTITUTE FRIENDSHIP ACADEMY,community_nonprofit_orgs,48971.0,301 CAMPMEETING RD,SEWICKLEY,40.5735802098296,-80.2049072976747
35265300,THE WAY,community_nonprofit_orgs,69330.0,216 ROTHMAN ST,PITTSBURGH,40.4154876096237,-79.972941025064
35265301,THE WESTERN PENNSYLVANIA GOLF ASSOCIATION SCHOLARSHIP TRUST FUND,community_nonprofit_orgs,44642.0,930 N LINCOLN AVE,PITTSBURGH,40.4509581149654,-80.0169921685007
35265302,THE WHITEHALL CHURCH OF CHRIST HITEHALL CHURCH OF CHRIST (WHITEHALL CHURCH OF CHRIST),community_nonprofit_orgs,47630.0,215 STREETS RUN RD,PITTSBURGH,40.3463425625015,-79.985529582093
35265303,THE WHOLE TRUTH MINISTRY,community_nonprofit_orgs,47274.0,160 CARVER ST,PITTSBURGH,40.4632994779289,-79.9138533915229
35265304,THE WILLIAM G AND M VIRGINIA SIMPSON FOUNDATION,community_nonprofit_orgs,48477.0,217 SALEM DR,PITTSBURGH,40.3456832988719,-80.0725087965634
35265305,THE WILLIAM GUILD HOWARD MEMORIAL SCHOLARSHIP FUND FOR EUROPEAN STUD,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265306,THE WILLIAM H AND VIVIEN B GROODY CHARITABLE TR,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265307,THE WOMENS PRESS CLUB OF PITTSBURGH,community_nonprofit_orgs,49233.0,PO BOX 100187,PITTSBURGH,40.460862,-80.034917
35265308,THE WILLIAMSPORT HOSPITAL,community_nonprofit_orgs,18271.0,600 GRANT ST FL 56,PITTSBURGH,40.4413549979629,-79.9948527458362
35265309,THERAVADA DHAMMA FAMILY (DHAMMA GONEYEE BUDDHIST TEMPLE),community_nonprofit_orgs,57590.0,20 KIRCHNER DR,SOUTH PARK,40.284224,-80.029786
35265310,THINK MISSIONS,community_nonprofit_orgs,55049.0,116 DOBSON RD,MARS,40.708762,-80.015397
35265311,THE WORKER-OWNERSHIP INSTITUTE,community_nonprofit_orgs,18033.0,60 BOULEVARD OF THE ALLIES,PITTSBURGH,40.4395024828281,-80.0055309129882
35265312,THIS GENERATION CONNECT,community_nonprofit_orgs,73238.0,PO BOX 8301,PITTSBURGH,40.42361,-79.889803
35265313,THE YALE CLUB OF PITTSBURGH,community_nonprofit_orgs,43725.0,619 WILLIAM PENN PL,PITTSBURGH,40.4416745901648,-79.9966025767168
35265314,THE@BERTHA & HARRY BAILEN ENDOWMENT FUND,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265315,THE@BRUCE AND BARBARA WIEGAND FAMILY FOUNDATION (BRUCE WIEGAND ET AL TTEE),community_nonprofit_orgs,60557.0,94 HOODRIDGE DR,PITTSBURGH,40.3628285060884,-80.0415923170676
35265316,THE@CIVIC PRIDE PROJECT,community_nonprofit_orgs,72489.0,41 MARLIN DR E,PITTSBURGH,40.3869385264113,-80.0517926622644
35265317,THE@DOROTHY B AND S LAWRENCE KOPLOVITZ FOUNDATION,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265318,THE@DWIGHT R AND JULIA GUTHRIE SCHOLARSHIP FUND,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265319,THE@GENTS INCORPORATED,community_nonprofit_orgs,59850.0,1522 BRIGHTON RD,PITTSBURGH,40.4574891543445,-80.0155838265982
35265320,THE@INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES DISTRICT COUNCI,community_nonprofit_orgs,69561.0,401 LIBERTY AVE STE 1200,PITTSBURGH,40.441767959653,-80.0055108756927
35265321,THE@MAX F ROSARIUS CHARITABLE FOUNDATION (MAX ROSARIUS TTEE),community_nonprofit_orgs,54568.0,300 FIFTH AVE 27TH FLOOR,PITTSBURGH,40.4405182214315,-80.0002870520235
35265322,THE@NEW ME (NEW ME),community_nonprofit_orgs,71359.0,1108 AMHERST ST,WHITE OAK,40.3506214049835,-79.8267207314172
35265323,THE@PAUL G STEINBAUER MEMORIAL FUND A,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265324,THEATRE HISTORICAL SOCIETY OF AMERICA,community_nonprofit_orgs,67300.0,461 COCHRAN RD STE 144,PITTSBURGH,40.3831015806901,-80.0521796502615
35265325,THELMA K KLUGH TR,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265326,THELMA LOVETTE YMCA,community_nonprofit_orgs,57567.0,420 FORT DUQUESNE BLVD STE 625,PITTSBURGH,40.4428990743452,-80.005526649703
35265327,THELMA TAYLOR MEMORIAL TRUST,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265328,THELMA WEBB SCHOLARSHIP TR,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265329,THEODORE W AND MARTHA R COLLINS AND FAMILY FUND,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265330,THEODOSIA G LYONS SIMPLE TR,community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265331,THERE IS HOPE SUICIDE PREVENTION,community_nonprofit_orgs,65565.0,637 2ND ST,VERONA,40.5039376702448,-79.835672430665
35265332,THERESA M DONNERMEYER TR UW (HERRICK JOHN CO-TTEE),community_nonprofit_orgs,17893.0,100 S COMMONS STE 116,PITTSBURGH,40.4501280374225,-80.006161636105
35265333,THETA XI EDUCATIONAL FOUNDATION OF PITTSBURGH,community_nonprofit_orgs,53019.0,1603 CARMODY CT,SEWICKLEY,40.6121279500425,-80.0979276106911
35265334,THINK MORE REACT LESS EDUCATIONAL INITIATIVE INC,community_nonprofit_orgs,76184.0,574 FLAUGHERTY RUN RD,CORAOPOLIS,40.5255854144765,-80.2562131998803
