_id,name,asset_type,location_id,street_address,city,latitude,longitude
35254385,Elizabeth Forward I  Head Start,schools,3090.0,207 3rd Street,Elizabeth,40.271914,-79.887029
35254386,Elizabeth Forward MS,schools,8523.0,401 Rock Run Road,Elizabeth,40.273539,-79.826942
35254387,Elizabeth Forward II Head Start,schools,3090.0,207 3rd Street,Elizabeth,40.271914,-79.887029
35254388,Elizabeth Forward SD,schools,8523.0,401 Rock Run Road,Elizabeth,40.273539,-79.826942
35254389,Elizabeth Forward SHS,schools,8620.0,1000 Weigles Hill Road,Elizabeth,40.256141,-79.854562
35254390,Elizabeth Seton Childrens Ctr,schools,1063.0,1900 Pioneer Ave,Pittsburgh,40.40386503859,-80.0158756794588
35254391,Elizabeth Seton Ctr Inc,schools,1063.0,1900 Pioneer Ave,Pittsburgh,40.40386503859,-80.0158756794588
35254392,Eloise & Edith School,schools,9099.0,108 W 12th Ave,Homestead,40.403436,-79.909424
35254393,Elroy Avenue El Sch,schools,8593.0,3129 Elroy Ave,Pittsburgh,40.380308,-79.973954
35254394,Environmental Charter School at Frick Park,schools,8830.0,829 Milton Street,Pittsburgh,40.435937,-79.897154
35254395,Environmental Charter School at Frick Park,schools,8830.0,829 Milton Street,Pittsburgh,40.435937,-79.897154
35254396,Epilepsy Foundation of W PA,schools,8913.0,1323 Forbes Ave Ste 200,Pittsburgh,40.437765,-79.987514
35254397,Ernest T Williams Mem Ctr,schools,9142.0,101 Hazlett St,Pittsburgh,40.475636,-80.003465
35254398,Euro Academy,schools,9230.0,210 Pearce Mill Rd,Wexford,40.662597,-80.032956
35254399,Evergreen El Sch,schools,8649.0,3831 Evergreen Dr,Monroeville,40.445294,-79.772036
35254400,FOCUS North America,schools,8405.0,"600 N Bell Avenue, Bldg. 1, Suite 115",Carnegie,40.41694,-80.088908
35254401,Elizabeth Forward Pre-K Counts,schools,3090.0,207 3rd Street,Elizabeth,40.271914,-79.887029
35254402,East End Cooperative Ministry,schools,8447.0,250 N Highland Ave,Pittsburgh,40.46324,-79.924043
35254403,Familylinks  - McKeesport Shelter,schools,9247.0,"Familylinks, 416 Olive Street",McKeesport,40.348808,-79.861947
35254404,Familylinks  - Pathways To Independence,schools,9195.0,549 Pasadena Street,Wilkinsburg,40.437669,-79.868212
35254405,"Familylinks, Inc.  - ASIL",schools,9189.0,1141 South Avenue,Pittsburgh,40.43919,-79.876912
35254406,"Familylinks, Inc.  - Allentown",schools,9219.0,843 Climax Street,Pittsburgh,40.419987,-79.992625
35254407,"Familylinks, Inc.  - Frankstown",schools,9188.0,8930 Frankstown Road,Pittsburgh,40.460836,-79.867823
35254408,"Familylinks, Inc.  - Plum Shelter",schools,9206.0,720 Center Road,Pittsburgh,40.465699,-79.758035
35254409,"Familylinks, Inc.  - RESPOND  - Respond Program",schools,9228.0,431 Rebecca Street,Wilkinsburg,40.441544,-79.889661
35254410,"Familylinks, Inc.  - Sylvan Shelter",schools,9200.0,6721 Verona Road,Verona,40.499353,-79.837534
35254411,Fawn Primary Center,schools,8628.0,5591 Ridge Rd,Natrona Heights,40.650287,-79.747179
35254412,First Presbyterian Church,schools,9125.0,RR 1 Box 16,Ligonier,40.249009,-79.229181
35254413,First Stop Child Care,schools,9072.0,671 Bryn Mawr Road,Pittsburgh,40.452537,-79.963267
35254414,First Years Day Care Center,schools,8918.0,925 Franklin Ave,Pittsburgh,40.43963,-79.881025
35254415,Focus on Renewal Sto -Rox Neigh,schools,9170.0,701 Chartiers Ave,Mc Kees Rocks,40.46557,-80.061457
35254416,Focus on Renewal/ELN,schools,8790.0,225 Olivia Street,McKees Rocks,40.473829,-80.056203
35254417,Forbes Road CTC,schools,8583.0,607 Beatty Road,Monroeville,40.451707,-79.752439
35254418,Forbes Road CTC,schools,8583.0,607 Beatty Road,Monroeville,40.451707,-79.752439
35254419,Force Inc,schools,8896.0,1425 Kenberma Ave,Pittsburgh,40.412387,-80.021985
35254420,Forest Grove El Sch,schools,8673.0,1 Forest Grove Rd,Coraopolis,40.484338,-80.137863
35254421,Forest Hills Nursery School,schools,8920.0,1840 Ardmore Blvd,Pittsburgh,40.425695,-79.861675
35254422,Fort Couch MS,schools,8767.0,515 Fort Couch Rd,Pittsburgh,40.355183,-80.064394
35254423,Fairmount Primary Center,schools,8606.0,1060 Atlantic Ave,Brackenridge,40.611779,-79.740071
35254424,Fairview El Sch,schools,8595.0,738 Dorseyville Rd,Pittsburgh,40.546377,-79.901027
35254425,Family Development Center,schools,9025.0,670 Pleasant Hill Road,Wexford,40.652649,-80.117581
35254426,Family Links,schools,8856.0,2644 Banksville Road,Pittsburgh,40.405481,-80.03745
35254427,Family Resources,schools,9167.0,1100 Freeport Rd,Mars,40.673288,-80.095993
35254428,Family Resources Therap P & CC,schools,9061.0,134 South Highland Avenue,Pittsburgh,40.46005,-79.925015
35254429,Family Visions Inc/Kiddie Stop,schools,9041.0,9100 Frankstown Rd,Pittsburgh,40.461313,-79.865381
35254430,Gateway Pitcairn,schools,3093.0,428 Highlands Avenue,Pitcairn,40.4045264558687,-79.776351388502
35254431,Gateway MCOTB Head Start,schools,3092.0,481 Center Road,Monroeville,40.4560176492352,-79.7605914348188
35254432,Gateway GCUMC Head Start,schools,3091.0,500 Laurel Dr,Monroeville,40.4491347623516,-79.7820661842091
35254433,Gateway Rehabilitation Center Bridgeville,schools,9202.0,331 Hickoty Grade Road,Bridgeville,40.350272,-80.129627
35254434,Foster El Sch,schools,8670.0,700 Vermont Ave,Pittsburgh,40.363592,-80.03858
35254435,Founders Hall Middle Sch,schools,8627.0,3600 O'Neil Boulevard,Mc Keesport,40.347109,-79.834319
35254436,Fox Chapel Area HS,schools,8567.0,611 Field Club Rd,Pittsburgh,40.51729,-79.869649
35254437,Fox Chapel Area SD,schools,8567.0,611 Field Club Rd,Pittsburgh,40.51729,-79.869649
35254438,Francis McClure Intrmd Sch,schools,8594.0,500 Longvue Dr,Mc Keesport,40.349152,-79.807486
35254439,Francis McClure Primary Sch,schools,8529.0,502 Longvue Drive,White Oak,40.349138,-79.807503
35254440,Franklin El Sch,schools,8671.0,2401 Rochester Rd,Sewickley,40.587007,-80.09551
35254441,Fred L Aiken El Sch,schools,8591.0,881 Greentree Rd,Pittsburgh,40.42416,-80.043433
35254442,Friends Indeed Ncojw,schools,8885.0,5604 Solway St,Pittsburgh,40.442968,-79.926736
35254443,Friends United Ngb Dev,schools,8879.0,2025 Lincoln Rd,Verona,40.477869,-79.877269
35254444,Fulton Jancey,schools,8959.0,1802 Jancey St,Pittsburgh,40.485963,-79.926452
35254445,GLEN MONTESSORI SCHOOL,schools,8873.0,500 HUNTINGTON AVENUE,PITTSBURGH,40.514683,-80.108136
35254446,GREAT START DAYCARE INC,schools,8413.0,619 JONES AVENUE,NORTH BRADDOCK,40.404035,-79.862007
35254447,GREATER PITTSBURGH COMMUNITY FOOD BANK,schools,9024.0,1 NORTH LINDEN ST,DUQUESNE,40.374249,-79.842687
35254448,Gateway MS,schools,8623.0,4450 Old William Penn Hwy,Monroeville,40.445411,-79.761475
35254449,George Washington El Sch,schools,8632.0,515 Clifton Rd,Bethel Park,40.311725,-80.064652
35254450,Gibbs Rest Home,schools,8985.0,1300 Wood St,Pittsburgh,40.446187,-79.88336
35254451,Gill Hall El Sch,schools,8766.0,829 Gill Hall Rd,Jefferson Hills,40.30125,-79.961937
35254452,Girl Scouts of SW PA,schools,9089.0,606 Liberty Ave,Pittsburgh,40.442021,-80.001483
35254453,Girls Hope of Pittsburgh  - Coraopolis Home,schools,9209.0,221 Felician Drive,Coraopolis,40.501975,-80.158748
35254454,Glen Hazel Citizens Association,schools,8806.0,4835 Second Avneue,Pittsburgh,40.398899,-79.933037
35254455,Glen Montessori School,schools,9168.0,950 Perry Highway,Pittsburgh,40.535838,-80.035972
35254456,Glenn Avenue Preschool Assn,schools,9077.0,1520 Butler Plank Road,Glenshaw,40.528891,-79.956521
35254457,Goddard School,schools,9211.0,3000 Brooktree Rd,Wexford,40.615569,-80.059651
35254458,Goddard School,schools,9267.0,800 Commerce Ave,Moon Township,40.50481,-80.210821
35254459,Goddard School,schools,9216.0,301 5th Ave,Pittsburgh,40.440372,-79.999441
35254460,Goddard School,schools,9191.0,655 Painters Run Rd,Pittsburgh,40.362223,-80.068295
35254461,Good Start Child Care Center,schools,8814.0,2600 E Carson Street,Pittsburgh,40.428038,-79.970513
35254462,Goodwill of Southwestern Pennsylvania,schools,9163.0,118 52nd Street,Pittsburgh,40.480858,-79.955039
35254463,Grandma Maes House Day Care,schools,8422.0,635 Hillsboro Street,Pittsburgh,40.453316,-80.053605
35254464,Grandmoms House,schools,9021.0,614 Chartiers Ave,Mc Kees Rocks,40.465393,-80.060781
35254465,Grandview Upper El Sch,schools,8626.0,101 East 9th Ave,Tarentum,40.603262,-79.757332
35254466,Greater Pittsburgh Lit Cncl I,schools,9033.0,"411 Seventh Avenue, Suite 550",Pittsburgh,40.442682,-79.996425
35254467,Greenock El Sch,schools,8802.0,1101 Greenock Buena Vista Rd,McKeesport,40.312221,-79.802381
35254468,Growing Patch Learning Center,schools,8464.0,"227 Bonvue Street, P O Box 100121",Pittsburgh,40.489769,-80.013359
35254469,Gwens Girls Residential Facility,schools,9063.0,220 Ridge Ave,Pittsburgh,40.452161,-80.007823
35254470,H&W Planning Association,schools,9083.0,200 Ross St,Pittsburgh,40.436907,-79.996905
35254471,HAPPY TRAILS 2 U,schools,8467.0,1009 EDITH ST,DUQUESNE,40.372175,-79.855362
35254472,HOME AWAY FROM HOME CHRISTIAN DAYCARE,schools,9035.0,59 PENN CIRCLE WEST,PITTSBURGH,40.461913,-79.928207
35254473,HUG ME TIGHT CHILDLIFE CENTERS INC,schools,9112.0,"1801 CENTRE AVENUE, SUITE 100",PITTSBURGH,40.443226,-79.980851
35254474,Hampton HS,schools,8634.0,2929 McCully Rd,Allison Park,40.581173,-79.942941
35254475,Hampton MS,schools,8589.0,4589 School Rd,Allison Park,40.589771,-79.945318
35254476,Hampton Township SD,schools,8570.0,4591 School Dr,Allison Park,40.589787,-79.945318
35254477,Hance El Sch,schools,8843.0,5518 Molnar Drive,Gibsonia,40.628988,-79.94638
35254478,Harrison MS,schools,8650.0,129 Windvale Dr,Pittsburgh,40.350589,-80.002058
35254479,Hartwood El Sch,schools,8613.0,3730 Saxonburg Blvd,Pittsburgh,40.578239,-79.887017
35254480,Heavenly Care Daycare and Educational Center II,schools,8486.0,2305 Bedford Avenue,Pittsburgh,40.452181,-79.969002
35254481,"Heavenly Care, Daycare and Educational Center",schools,8925.0,"2851 Bedford Ave, Building #2",Pittsburgh,40.452322,-79.968659
35254482,Great Beginnings,schools,3094.0,2920 McKelvey Road Ext,Pittsburgh,40.4276834425238,-79.875364537364
35254483,Gateway SD,schools,8561.0,9000 Gateway Campus Boulevard,Monroeville,40.428474,-79.757784
35254484,Gateway SHS,schools,8635.0,3000 Gateway Campus Blvd,Monroeville,40.429315,-79.756315
35254485,Heritage Community Initiatives,schools,8834.0,820 Braddock Avenue,Braddock,40.401125,-79.86566
35254486,Highcliff El Sch,schools,8829.0,156 Peony Ave,Pittsburgh,40.524451,-80.055203
35254487,Highlands MS,schools,8644.0,1350 Broadview Boulevard,Natrona Heights,40.616871,-79.735072
35254488,Highlands Partial Program,schools,9178.0,"3063 Freeport Road, Suite B",Natrona Heights,40.644095,-79.71003
35254489,Highlands SD,schools,8515.0,"1500 Pacific Avenue, PO Box 288",Natrona Heights,40.618178,-79.72845
35254490,Highlands SHS,schools,8601.0,1500 Pacific Ave,Natrona Heights,40.618178,-79.72845
35254491,Hill House Association,schools,8895.0,1835 Centre Ave,Pittsburgh,40.442964,-79.981442
35254492,Hill House Passport Academy Charter School,schools,8553.0,510 Heldman Street,Pittsburgh,40.442846,-79.982774
35254493,Hill House Passport Academy Charter School,schools,8553.0,510 Heldman Street,Pittsburgh,40.442846,-79.982774
35254494,Hillel Academy of Pittsburgh,schools,8820.0,5685 Beacon St,Pittsburgh,40.434518,-79.924842
35254495,Hilltop Community Chldrns CT,schools,8848.0,201 Orchard Pl,Pittsburgh,40.418056,-79.990694
35254496,Historical Society of Western PA,schools,561.0,1212 Smallman Street,Pittsburgh,40.446633,-79.992208
35254497,Hoin Inc.,schools,9176.0,2312 Main Street,Sharpsburg,40.493289,-79.913721
35254498,Holiday Park El Sch,schools,8541.0,100 School Road,Pittsburgh,40.493118,-79.755177
35254499,Holy Child Nursery School,schools,9169.0,179 Millers Run Rd,Bridgeville,40.357262,-80.120984
35254500,Holy Family I Apts 601 901 143,schools,8954.0,3400 Evergreen Road,Pittsburgh,40.53803,-80.021834
35254501,Holy Family Inst Day S Mon Val,schools,8931.0,10th & Andrew St,Homestead,40.395522,-79.904741
35254502,Holy Family Inst Day Sch East,schools,8924.0,705 Shaw Ave,Mc Keesport,40.349749,-79.857747
35254503,Holy Family Inst Twn 108,schools,8990.0,19 N Court,Pittsburgh,40.503897,-80.069579
35254504,Holy Family Institute Educational Program,schools,8978.0,227 Bonvue St,Pittsburgh,40.489769,-80.013359
35254505,Holy Family Institute Residential Program,schools,8827.0,8235 Ohio River Blvd,Pittsburgh,40.510899,-80.099246
35254506,Homeville El Sch,schools,8756.0,4315 Eliza St,West Mifflin,40.387556,-79.87493
35254507,Homewood -Brushton YWCA,schools,8866.0,6907 Frankstown Ave,Pittsburgh,40.458134,-79.903458
35254508,Homewood Brushton CC Service Inc.,schools,9229.0,7810 Tioga Street,Pittsburgh,40.45035,-79.887745
35254509,Hoover El Sch,schools,8688.0,37 Robb Hollow Rd,Pittsburgh,40.375582,-80.068209
35254510,Hope Academy of Wexford,schools,8505.0,"12300 Perry Highway, Suite 100",Wexford,40.634665,-80.060549
35254511,Hosack El Sch,schools,8697.0,9275 Peebles Rd,Allison Park,40.573995,-80.000791
35254512,Hosanna House Inc/Weci,schools,9159.0,807 Wallace Ave,PIttsburgh,40.443465,-79.881294
35254513,Howe El Sch,schools,8700.0,400 Broadmoor Ave,Pittsburgh,40.376116,-80.030921
35254514,Hugs Away From Home Inc,schools,8927.0,2328 Pitcairn Rd,Monroeville,40.41976,-79.775364
35254515,Human Services Center Corporation,schools,8833.0,519 Penn Avenue,TurtleCreek,40.405266,-79.828815
35254516,Huntington Learning Center,schools,9062.0,4721 McKnight Rd,Pittsburgh,40.518464,-80.00488
35254517,Huntington Learning Center,schools,8916.0,6563 Steubenville Pike,Pittsburgh,40.448467,-80.15833
35254518,Huntington Learning Center,schools,9031.0,4326 Northern Pike,Monroeville,40.434281,-79.750637
35254519,Heavens Angels Day Care,schools,8877.0,3520 Laketon Road,Penn Hills,40.458865,-79.845393
35254520,Shop N Save,wic_vendors,2334.0,2100 Washington Pike,Heidelberg,40.3854867509983,-80.0939410339268
35254521,IN THE BEGINNING CHRISTIAN L.C.,schools,9028.0,2821 PERRYSVILLE AVE,PITTSBURGH,40.474076,-80.010393
35254522,Imani Christian Academy,schools,8786.0,2150 East Hills Drive,Pittsburgh,40.453777,-79.873217
35254523,Immanuel Christian Daycare  - GH,schools,8841.0,826 Chartiers Avenue,McKees Rocks,40.465841,-80.065384
35254524,Independence MS,schools,8657.0,2807 Bethel Church Rd,Bethel Park,40.34037,-80.042185
35254525,Ingomar El Sch,schools,8675.0,602 W Ingomar Rd,Pittsburgh,40.581906,-80.052371
35254526,Ingomar MS,schools,8677.0,1521 Ingomar Heights Rd,Pittsburgh,40.578326,-80.072116
35254527,Interplay Child Care Center,schools,9047.0,1400 S Braddock Avenue,Pittsburgh,40.429331,-79.892023
35254528,Its A Small World,schools,8950.0,4900 Friendship Ave,Pittsburgh,40.462322,-79.945022
35254529,J H Brooks El Sch,schools,8693.0,1720 Hassam Rd,Moon Township,40.500636,-80.175133
35254530,J W Burkett El Sch,schools,8656.0,5501 Steubenville Pike,Mc Kees Rocks,40.450394,-80.12713
35254531,J.A. Allard El Sch,schools,8540.0,170 Shafer Road,Moon Township,40.530534,-80.220223
35254532,JCL Daycare & Learning Center,schools,8823.0,2618 Woodstock Avenue,Pittsburgh,40.415364,-79.87588
35254533,JLC Day Care Incorporated,schools,8409.0,2619 Woodstock Ave,Pittsburgh,40.415384,-79.876086
35254534,Janet M Pettus DBA The Learning Ladder,schools,8472.0,"909 Chartiers Avenue, Suite 18",McKees Rocks,40.465743,-80.065968
35254535,Jefferson El Sch,schools,8691.0,11 Moffett St,Pittsburgh,40.381551,-80.060313
35254536,Jefferson El Sch,schools,8732.0,875 Old Clairton Rd,Jefferson Hills,40.295869,-79.932668
35254537,Jefferson MS,schools,8666.0,21 Moffett St,Pittsburgh,40.382022,-80.060434
35254538,Jeffery Primary Sch,schools,8778.0,201 Wetzel Rd,Glenshaw,40.523115,-79.968883
35254539,Jerusalem City Inc,schools,8469.0,"59 PENN CIRCLE WEST, UNIT 11 -12",PITTSBURGH,40.461913,-79.928207
35254540,Jewish Association of Aging,schools,8871.0,4724 Browns Hill Rd,Pittsburgh,40.41279,-79.921319
35254541,Jewish Community Ctr Nur/Kdg,schools,1074.0,5738 Forbes Ave,Pittsburgh,40.438072,-79.924056
35254542,Jewish Healthcare Foundation,schools,8495.0,"Center City Tower, 650 Smithfield St., Suite 2330","Pittsburgh,",40.44259,-79.996978
35254543,John,schools,8435.0,333 Market Street,Harrisburg,40.26175,-76.879871
35254544,John J McLean Jr,schools,8974.0,3883 Chester St,Munhall,40.380918,-79.910093
35254545,KIDDY KINGDOM FAMILY DAY CARE INC,schools,8420.0,"523 KENMAWR AVENUE, STE 2",RANKIN,40.413278,-79.876523
35254546,KIDS OF CHARACTER LEARNING CENTER,schools,8444.0,9311 FRANKSTOWN ROAD,PITTSBURGH,40.461613,-79.861288
35254547,KIDZ KINGDOM DAYCARE & LEARNING CENTER LLC,schools,8443.0,101 E. 7th Avenue,Homestead,40.40656,-79.912456
35254548,KIM AND RON WISNESKY'S DEVELOPMENTAL CHILD CARE HOME,schools,9138.0,527 RIDGE AVENUE EXT,MCKEES ROCKS,40.470426,-80.093576
35254549,Kandiland Learning Academy,schools,8431.0,3711 Walnut Street,McKeesport,40.326493,-79.839698
35254550,Kelly & Ninas Daycare Center,schools,8438.0,634 Broadway Avenue,McKees Rocks,40.471611,-80.072295
35254551,Kelly El Sch,schools,8763.0,400 Kelly Ave,Wilkinsburg,40.44066,-79.889937
35254552,Kentucky Avenue Childrens Center,schools,9094.0,905 Mifflin Avenue,Wilkinsburg,40.436382,-79.892653
35254553,Kentucky Avenue School,schools,9201.0,5701 Fifth Avenue,Pittsburgh,40.450027,-79.929067
35254554,Kerr El Sch,schools,8636.0,341 Kittanning Pike,Pittsburgh,40.513132,-79.917843
35254555,Keystone Oaks MS,schools,8641.0,1002 Kelton Ave,Pittsburgh,40.388582,-80.03452
35254556,Keystone Oaks SD,schools,8557.0,1000 Kelton Ave,Pittsburgh,40.388577,-80.03452
35254557,Kiddie Castle,schools,9100.0,38 Miller Street,Rankin,40.415829,-79.884184
35254558,Kiddieland,schools,8796.0,134 Fourth Avenue,Tarentum,40.601075,-79.75535
35254559,Kiddieland,schools,8796.0,134 Fourth Avenue,Tarentum,40.601075,-79.75535
35254560,Kiddieland Child Care,schools,8961.0,134 4th Ave  1st FL,Tarentum,40.601075,-79.75535
35254561,Kids Kingdom Day Care Academy,schools,8811.0,5821 East Liberty Blvd,Pittsburgh,40.466469,-79.924469
35254562,Kinder Care Learning Center,schools,9079.0,106 VIP Drive,Wexford,40.617383,-80.093465
35254563,Kinder Care Learning Center,schools,8892.0,5000 Cheryl Dr,Pittsburgh,40.540474,-80.006339
35254564,Kinder Care Learning Center,schools,9043.0,700 Commerce Dr,Moon Township,40.504122,-80.211062
35254565,Kinder Care Learning Center,schools,8940.0,201 Twin Oak Dr,Pittsburgh,40.478386,-79.787667
35254566,Kinder Care Learning Center,schools,8500.0,600 Grant St,Pittsburgh,40.441053,-79.995706
35254567,Kinder Care Learning Center,schools,9161.0,2630 Pitcairn Rd,Monroeville,40.432049,-79.760886
35254568,Kinder Care Learning Center,schools,9181.0,1610 N Highland Rd,Mt Lebanon,40.353245,-80.050323
35254569,Kinder Care Learning Center,schools,9039.0,1040 Clifton Rd,Bethel Park,40.297693,-80.044509
35254570,Kinder Care Learning Center,schools,9000.0,2901 Ridge Rd,South Park,40.290243,-79.982802
35254571,Kinderhaus,schools,8863.0,125 Thomas Run Rd,Bridgeville,40.380237,-80.10612
35254572,Knoxville Elementary,schools,9069.0,90 Georgia St,Pittsburgh,40.459997,-80.053166
35254573,LALAS PLAYHOUSE,schools,8463.0,4167 STEUBENSVILLE PIKE,PITTSBURGH,40.440121,-80.086633
35254574,LANA HOWARD DBA HOME AWAY FROM HOME ECDC,schools,8430.0,502 LAUREL DRIVE,MONROEVILLE,40.44798,-79.781756
35254575,LEAP Preschool,schools,9215.0,200 Linden St,Pittsburgh,40.502594,-79.852168
35254576,LORI L. HOLLIS DBA LITTLE ANGELS LEARNING ACADEMY LLC,schools,8451.0,5122 -5126 PENN AVENUE,PITTSBURGH,40.464867,-79.94191
35254577,LaTeshya Ellis dba Angel Academy,schools,8445.0,3635 California Avenue,Pittsburgh,40.481258,-80.04143
